well_tag_number,development_method_code
120674,AIR_LIFT
120675,AIR_LIFT
120682,AIR_LIFT
120683,AIR_LIFT
120684,AIR_LIFT
120685,AIR_LIFT
120686,AIR_LIFT
120689,JET
120690,AIR_LIFT
120691,AIR_LIFT
120692,AIR_LIFT
120693,AIR_LIFT
120694,AIR_LIFT
120695,AIR_LIFT
120696,AIR_LIFT
120697,AIR_LIFT
120698,AIR_LIFT
120702,PUMP
120702,SURGE
120703,PUMP
120703,SURGE
120704,PUMP
120704,SURGE
120706,AIR_LIFT
120707,AIR_LIFT
120707,SURGE
120708,AIR_LIFT
120711,AIR_LIFT
120712,PUMP
120713,AIR_LIFT
120714,AIR_LIFT
120715,AIR_LIFT
120715,PUMP
120718,SURGE
120718,AIR_LIFT
120719,OTHER
120721,AIR_LIFT
120721,BAIL
120725,AIR_LIFT
120735,AIR_LIFT
120736,AIR_LIFT
120737,AIR_LIFT
120738,AIR_LIFT
120739,AIR_LIFT
120741,AIR_LIFT
120742,AIR_LIFT
120743,PUMP
120744,AIR_LIFT
120745,AIR_LIFT
120747,AIR_LIFT
120748,AIR_LIFT
120749,AIR_LIFT
120750,AIR_LIFT
120751,AIR_LIFT
120752,AIR_LIFT
120753,AIR_LIFT
120754,AIR_LIFT
120755,AIR_LIFT
120757,AIR_LIFT
120758,AIR_LIFT
120759,AIR_LIFT
120760,AIR_LIFT
120761,AIR_LIFT
120762,AIR_LIFT
120763,AIR_LIFT
120764,AIR_LIFT
120765,AIR_LIFT
120766,AIR_LIFT
120767,AIR_LIFT
120768,AIR_LIFT
120769,AIR_LIFT
120770,AIR_LIFT
120771,AIR_LIFT
120772,AIR_LIFT
120773,AIR_LIFT
120774,AIR_LIFT
120775,AIR_LIFT
120776,AIR_LIFT
120777,AIR_LIFT
120779,AIR_LIFT
120780,AIR_LIFT
120781,AIR_LIFT
120782,AIR_LIFT
120783,AIR_LIFT
120784,AIR_LIFT
120787,AIR_LIFT
120788,AIR_LIFT
120789,AIR_LIFT
120790,AIR_LIFT
120796,AIR_LIFT
120799,AIR_LIFT
120801,AIR_LIFT
120803,AIR_LIFT
120804,AIR_LIFT
120806,AIR_LIFT
120807,AIR_LIFT
120808,AIR_LIFT
120809,AIR_LIFT
120810,AIR_LIFT
120811,AIR_LIFT
120812,AIR_LIFT
120813,AIR_LIFT
120815,AIR_LIFT
120816,PUMP
120816,SURGE
120817,SURGE
120817,PUMP
120821,PUMP
120821,SURGE
120824,AIR_LIFT
120826,AIR_LIFT
120831,PUMP
120831,SURGE
120832,AIR_LIFT
120833,AIR_LIFT
120834,AIR_LIFT
120835,AIR_LIFT
120836,AIR_LIFT
120837,AIR_LIFT
120838,AIR_LIFT
120839,AIR_LIFT
120840,AIR_LIFT
120841,SURGE
120841,PUMP
120843,AIR_LIFT
120845,AIR_LIFT
120846,BAIL
120850,AIR_LIFT
120851,BAIL
120854,AIR_LIFT
120855,AIR_LIFT
120856,BAIL
120856,AIR_LIFT
120858,PUMP
120859,BAIL
120860,BAIL
120863,AIR_LIFT
120864,AIR_LIFT
120868,PUMP
120868,SURGE
120869,AIR_LIFT
120870,AIR_LIFT
120874,AIR_LIFT
120879,AIR_LIFT
120880,AIR_LIFT
120881,AIR_LIFT
120884,AIR_LIFT
120888,AIR_LIFT
120889,AIR_LIFT
120891,AIR_LIFT
120892,AIR_LIFT
120893,AIR_LIFT
120896,PUMP
120896,SURGE
120896,OTHER
120897,OTHER
120897,PUMP
120897,SURGE
120898,AIR_LIFT
120899,AIR_LIFT
120909,SURGE
120909,AIR_LIFT
120910,SURGE
120910,AIR_LIFT
120911,AIR_LIFT
120912,AIR_LIFT
120913,AIR_LIFT
120914,AIR_LIFT
120916,AIR_LIFT
120917,AIR_LIFT
120918,AIR_LIFT
120919,AIR_LIFT
120920,AIR_LIFT
120930,AIR_LIFT
120931,AIR_LIFT
120933,AIR_LIFT
120936,AIR_LIFT
120939,AIR_LIFT
120940,SURGE
120942,AIR_LIFT
120943,OTHER
120943,SURGE
120943,PUMP
120944,AIR_LIFT
120945,AIR_LIFT
120946,AIR_LIFT
120947,AIR_LIFT
120949,AIR_LIFT
120953,AIR_LIFT
120957,AIR_LIFT
120962,AIR_LIFT
120963,AIR_LIFT
120965,AIR_LIFT
120969,PUMP
120969,SURGE
120970,PUMP
120970,BAIL
120970,SURGE
120971,AIR_LIFT
120972,AIR_LIFT
120973,AIR_LIFT
120976,AIR_LIFT
120978,AIR_LIFT
120979,AIR_LIFT
120981,AIR_LIFT
120983,SURGE
120983,AIR_LIFT
120985,AIR_LIFT
120988,AIR_LIFT
120989,AIR_LIFT
121004,OTHER
121008,AIR_LIFT
121009,SURGE
121009,PUMP
121010,AIR_LIFT
121011,AIR_LIFT
121014,AIR_LIFT
121015,AIR_LIFT
121016,AIR_LIFT
121018,AIR_LIFT
121019,AIR_LIFT
121021,AIR_LIFT
121025,PUMP
121030,AIR_LIFT
121031,AIR_LIFT
121032,AIR_LIFT
121033,AIR_LIFT
121035,AIR_LIFT
121036,AIR_LIFT
121037,AIR_LIFT
121041,SURGE
121041,OTHER
121041,PUMP
121042,PUMP
121042,BAIL
121042,JET
121043,BAIL
121044,SURGE
121044,PUMP
121044,OTHER
121045,AIR_LIFT
121046,AIR_LIFT
121047,AIR_LIFT
121049,AIR_LIFT
121055,BAIL
121056,BAIL
121057,AIR_LIFT
121058,AIR_LIFT
121059,AIR_LIFT
121060,AIR_LIFT
121061,AIR_LIFT
121063,BAIL
121064,AIR_LIFT
121064,SURGE
121065,AIR_LIFT
121066,PUMP
121070,AIR_LIFT
121071,AIR_LIFT
121073,OTHER
121073,SURGE
121073,PUMP
121074,AIR_LIFT
121077,AIR_LIFT
121081,SURGE
121081,PUMP
121081,OTHER
121082,AIR_LIFT
121083,AIR_LIFT
121086,AIR_LIFT
121089,AIR_LIFT
121090,AIR_LIFT
121091,AIR_LIFT
121095,AIR_LIFT
121096,AIR_LIFT
121097,AIR_LIFT
121102,PUMP
121102,SURGE
121102,OTHER
121103,AIR_LIFT
121104,AIR_LIFT
121106,AIR_LIFT
121107,AIR_LIFT
121109,AIR_LIFT
121110,AIR_LIFT
121113,AIR_LIFT
121114,AIR_LIFT
121115,AIR_LIFT
121116,AIR_LIFT
121118,AIR_LIFT
121119,AIR_LIFT
121120,AIR_LIFT
121121,AIR_LIFT
121122,AIR_LIFT
121123,AIR_LIFT
121124,AIR_LIFT
121125,AIR_LIFT
121126,AIR_LIFT
121128,AIR_LIFT
121129,AIR_LIFT
121131,AIR_LIFT
121132,AIR_LIFT
121133,AIR_LIFT
121134,AIR_LIFT
121135,AIR_LIFT
121136,AIR_LIFT
121137,AIR_LIFT
121138,AIR_LIFT
121139,AIR_LIFT
121140,AIR_LIFT
121141,SURGE
121141,PUMP
121141,BAIL
121142,OTHER
121142,PUMP
121143,PUMP
121149,AIR_LIFT
121152,PUMP
121152,OTHER
121154,BAIL
121155,BAIL
121157,AIR_LIFT
121158,BAIL
121159,AIR_LIFT
121161,AIR_LIFT
121163,AIR_LIFT
121164,AIR_LIFT
121165,AIR_LIFT
121168,AIR_LIFT
121172,AIR_LIFT
121173,AIR_LIFT
121174,AIR_LIFT
121175,AIR_LIFT
121177,AIR_LIFT
121179,AIR_LIFT
121180,AIR_LIFT
121182,AIR_LIFT
121183,AIR_LIFT
121184,AIR_LIFT
121186,AIR_LIFT
121187,PUMP
121188,AIR_LIFT
121189,AIR_LIFT
121190,AIR_LIFT
121191,AIR_LIFT
121194,AIR_LIFT
121194,BAIL
121195,AIR_LIFT
121195,BAIL
121196,BAIL
121196,AIR_LIFT
121197,AIR_LIFT
121198,AIR_LIFT
121199,AIR_LIFT
121203,AIR_LIFT
121205,AIR_LIFT
121206,AIR_LIFT
121207,AIR_LIFT
121208,AIR_LIFT
121209,AIR_LIFT
121210,AIR_LIFT
121211,AIR_LIFT
121212,AIR_LIFT
121213,AIR_LIFT
121214,AIR_LIFT
121215,AIR_LIFT
121216,AIR_LIFT
121217,AIR_LIFT
121219,AIR_LIFT
121220,AIR_LIFT
121221,AIR_LIFT
121222,AIR_LIFT
121224,AIR_LIFT
121226,AIR_LIFT
121227,AIR_LIFT
121228,AIR_LIFT
121228,SURGE
121229,SURGE
121229,AIR_LIFT
121230,AIR_LIFT
121231,AIR_LIFT
121232,AIR_LIFT
121232,BAIL
121233,SURGE
121233,AIR_LIFT
121234,AIR_LIFT
121234,SURGE
121235,AIR_LIFT
121236,AIR_LIFT
121237,AIR_LIFT
121237,SURGE
121238,AIR_LIFT
121238,SURGE
121239,AIR_LIFT
121239,SURGE
121240,AIR_LIFT
121241,AIR_LIFT
121241,SURGE
121242,AIR_LIFT
121242,SURGE
121243,AIR_LIFT
121244,AIR_LIFT
121245,AIR_LIFT
121246,AIR_LIFT
121248,AIR_LIFT
121249,AIR_LIFT
121250,AIR_LIFT
121251,AIR_LIFT
121252,AIR_LIFT
121254,PUMP
121255,AIR_LIFT
121256,AIR_LIFT
121257,PUMP
121258,PUMP
121259,AIR_LIFT
121260,PUMP
121261,AIR_LIFT
121261,SURGE
121262,AIR_LIFT
121262,SURGE
121263,AIR_LIFT
121265,SURGE
121265,AIR_LIFT
121266,SURGE
121266,AIR_LIFT
121267,SURGE
121267,AIR_LIFT
121269,AIR_LIFT
121269,SURGE
121270,AIR_LIFT
121271,AIR_LIFT
121274,AIR_LIFT
121278,AIR_LIFT
121279,AIR_LIFT
121281,AIR_LIFT
121281,SURGE
121282,AIR_LIFT
121283,AIR_LIFT
121284,AIR_LIFT
121285,AIR_LIFT
121286,AIR_LIFT
121288,SURGE
121288,AIR_LIFT
121289,AIR_LIFT
121290,AIR_LIFT
121290,SURGE
121292,AIR_LIFT
121293,AIR_LIFT
121294,PUMP
121294,SURGE
121294,OTHER
121295,AIR_LIFT
121296,AIR_LIFT
121296,SURGE
121298,AIR_LIFT
121298,SURGE
121299,AIR_LIFT
121300,AIR_LIFT
121300,SURGE
121301,AIR_LIFT
121302,AIR_LIFT
121303,AIR_LIFT
121303,SURGE
121304,AIR_LIFT
121304,SURGE
121305,AIR_LIFT
121306,AIR_LIFT
121306,SURGE
121307,AIR_LIFT
121308,OTHER
121308,SURGE
121308,PUMP
121309,PUMP
121309,OTHER
121309,SURGE
121310,SURGE
121310,PUMP
121310,OTHER
121311,AIR_LIFT
121312,AIR_LIFT
121313,AIR_LIFT
121313,SURGE
121314,AIR_LIFT
121314,JET
121315,AIR_LIFT
121315,SURGE
121316,AIR_LIFT
121317,AIR_LIFT
121318,AIR_LIFT
121318,SURGE
121319,AIR_LIFT
121319,JET
121320,AIR_LIFT
121321,SURGE
121321,AIR_LIFT
121321,JET
121322,AIR_LIFT
121322,SURGE
121323,AIR_LIFT
121324,AIR_LIFT
121324,SURGE
121325,AIR_LIFT
121326,AIR_LIFT
121327,SURGE
121327,AIR_LIFT
121328,SURGE
121328,AIR_LIFT
121329,SURGE
121329,AIR_LIFT
121330,AIR_LIFT
121331,AIR_LIFT
121332,AIR_LIFT
121333,AIR_LIFT
121334,AIR_LIFT
121335,AIR_LIFT
121336,AIR_LIFT
121337,AIR_LIFT
121338,AIR_LIFT
121339,SURGE
121339,AIR_LIFT
121340,AIR_LIFT
121341,AIR_LIFT
121342,AIR_LIFT
121342,SURGE
121343,AIR_LIFT
121344,PUMP
121344,SURGE
121344,BAIL
121345,AIR_LIFT
121346,BAIL
121346,PUMP
121346,SURGE
121347,PUMP
121347,BAIL
121349,AIR_LIFT
121350,AIR_LIFT
121351,PUMP
121352,AIR_LIFT
121353,AIR_LIFT
121354,AIR_LIFT
121355,AIR_LIFT
121356,AIR_LIFT
121357,PUMP
121358,AIR_LIFT
121361,AIR_LIFT
121362,AIR_LIFT
121362,PUMP
121363,AIR_LIFT
121364,AIR_LIFT
121365,AIR_LIFT
121366,PUMP
121367,AIR_LIFT
121368,AIR_LIFT
121369,AIR_LIFT
121370,AIR_LIFT
121371,AIR_LIFT
121372,AIR_LIFT
121373,AIR_LIFT
121374,AIR_LIFT
121375,AIR_LIFT
121376,AIR_LIFT
121378,AIR_LIFT
121379,AIR_LIFT
121380,AIR_LIFT
121381,AIR_LIFT
121382,AIR_LIFT
121383,PUMP
121383,OTHER
121383,SURGE
121384,AIR_LIFT
121385,AIR_LIFT
121386,AIR_LIFT
121387,BAIL
121389,BAIL
121390,SURGE
121394,AIR_LIFT
121395,AIR_LIFT
121399,AIR_LIFT
121400,AIR_LIFT
121401,AIR_LIFT
121402,AIR_LIFT
121404,AIR_LIFT
121404,JET
121404,BAIL
121406,AIR_LIFT
121408,AIR_LIFT
121409,AIR_LIFT
121411,AIR_LIFT
121412,AIR_LIFT
121413,AIR_LIFT
121414,AIR_LIFT
121415,AIR_LIFT
121416,AIR_LIFT
121417,AIR_LIFT
121418,AIR_LIFT
121422,AIR_LIFT
121427,OTHER
121427,SURGE
121427,PUMP
121428,OTHER
121428,SURGE
121428,PUMP
121429,AIR_LIFT
121430,AIR_LIFT
121431,AIR_LIFT
121432,AIR_LIFT
121433,AIR_LIFT
121434,BAIL
121434,AIR_LIFT
121434,SURGE
121435,BAIL
121435,AIR_LIFT
121438,AIR_LIFT
121438,BAIL
121439,AIR_LIFT
121440,BAIL
121441,AIR_LIFT
121441,BAIL
121442,BAIL
121442,AIR_LIFT
121443,BAIL
121445,BAIL
121446,AIR_LIFT
121447,AIR_LIFT
121449,PUMP
121449,OTHER
121450,AIR_LIFT
121451,AIR_LIFT
121452,PUMP
121452,OTHER
121453,AIR_LIFT
121454,BAIL
121455,AIR_LIFT
121457,BAIL
121457,AIR_LIFT
121457,JET
121457,SURGE
121458,AIR_LIFT
121459,AIR_LIFT
121460,AIR_LIFT
121460,SURGE
121461,AIR_LIFT
121462,AIR_LIFT
121463,AIR_LIFT
121464,AIR_LIFT
121465,AIR_LIFT
121466,AIR_LIFT
121467,AIR_LIFT
121468,AIR_LIFT
121469,AIR_LIFT
121470,AIR_LIFT
121471,AIR_LIFT
121472,AIR_LIFT
121474,AIR_LIFT
121475,AIR_LIFT
121476,AIR_LIFT
121480,AIR_LIFT
121482,AIR_LIFT
121488,AIR_LIFT
121489,BAIL
121489,PUMP
121489,SURGE
121490,AIR_LIFT
121492,AIR_LIFT
121493,AIR_LIFT
121494,AIR_LIFT
121495,AIR_LIFT
121498,AIR_LIFT
121505,AIR_LIFT
121506,AIR_LIFT
121507,AIR_LIFT
121514,AIR_LIFT
121522,AIR_LIFT
121523,AIR_LIFT
121524,AIR_LIFT
121525,SURGE
121526,AIR_LIFT
121527,AIR_LIFT
121528,AIR_LIFT
121529,AIR_LIFT
121530,AIR_LIFT
121531,AIR_LIFT
121532,AIR_LIFT
121533,AIR_LIFT
121534,AIR_LIFT
121536,AIR_LIFT
121537,JET
121539,AIR_LIFT
121540,AIR_LIFT
121541,AIR_LIFT
121544,AIR_LIFT
121547,AIR_LIFT
121548,AIR_LIFT
121551,PUMP
121552,AIR_LIFT
121553,AIR_LIFT
121554,AIR_LIFT
121555,PUMP
121555,OTHER
121555,SURGE
121557,OTHER
121557,SURGE
121557,PUMP
121558,PUMP
121558,OTHER
121558,SURGE
121559,AIR_LIFT
121562,AIR_LIFT
121563,AIR_LIFT
121564,AIR_LIFT
121565,AIR_LIFT
121566,AIR_LIFT
121569,PUMP
121570,AIR_LIFT
121571,AIR_LIFT
121572,AIR_LIFT
121573,AIR_LIFT
121574,AIR_LIFT
121575,AIR_LIFT
121577,AIR_LIFT
121578,AIR_LIFT
121579,AIR_LIFT
121580,AIR_LIFT
121583,AIR_LIFT
121584,AIR_LIFT
121585,BAIL
121585,PUMP
121585,SURGE
121586,AIR_LIFT
121587,AIR_LIFT
121588,AIR_LIFT
121589,AIR_LIFT
121590,AIR_LIFT
121591,AIR_LIFT
121592,AIR_LIFT
121592,SURGE
121593,AIR_LIFT
121594,AIR_LIFT
121595,AIR_LIFT
121596,SURGE
121596,PUMP
121597,BAIL
121598,BAIL
121598,PUMP
121599,PUMP
121599,SURGE
121600,AIR_LIFT
121601,BAIL
121602,BAIL
121603,BAIL
121604,BAIL
121605,SURGE
121605,OTHER
121605,PUMP
121606,BAIL
121607,PUMP
121607,BAIL
121608,BAIL
121608,PUMP
121609,BAIL
121610,SURGE
121610,PUMP
121610,BAIL
121611,AIR_LIFT
121611,SURGE
121612,BAIL
121613,BAIL
121616,BAIL
121619,PUMP
121620,AIR_LIFT
121621,AIR_LIFT
121622,SURGE
121622,PUMP
121622,BAIL
121623,PUMP
121623,SURGE
121623,BAIL
121624,PUMP
121624,SURGE
121624,BAIL
121627,AIR_LIFT
121628,AIR_LIFT
121630,AIR_LIFT
121631,AIR_LIFT
121632,AIR_LIFT
121635,AIR_LIFT
121637,AIR_LIFT
121637,SURGE
121638,AIR_LIFT
121639,AIR_LIFT
121640,AIR_LIFT
121641,AIR_LIFT
121642,AIR_LIFT
121643,AIR_LIFT
121644,AIR_LIFT
121645,AIR_LIFT
121650,AIR_LIFT
121651,AIR_LIFT
121652,BAIL
121653,BAIL
121654,BAIL
121655,AIR_LIFT
121655,BAIL
121656,BAIL
121657,AIR_LIFT
121657,BAIL
121660,AIR_LIFT
121661,AIR_LIFT
121662,AIR_LIFT
121663,AIR_LIFT
121665,BAIL
121667,AIR_LIFT
121670,AIR_LIFT
121672,AIR_LIFT
121673,AIR_LIFT
121674,AIR_LIFT
121675,SURGE
121676,AIR_LIFT
121678,AIR_LIFT
121679,AIR_LIFT
121680,AIR_LIFT
121681,AIR_LIFT
121684,AIR_LIFT
121685,AIR_LIFT
121687,AIR_LIFT
121693,AIR_LIFT
121694,AIR_LIFT
121696,AIR_LIFT
121697,AIR_LIFT
121698,AIR_LIFT
121700,AIR_LIFT
121701,AIR_LIFT
121702,AIR_LIFT
121703,AIR_LIFT
121704,AIR_LIFT
121705,AIR_LIFT
121706,AIR_LIFT
121707,AIR_LIFT
121708,AIR_LIFT
121709,AIR_LIFT
121710,AIR_LIFT
121711,AIR_LIFT
121712,AIR_LIFT
121713,PUMP
121714,AIR_LIFT
121715,AIR_LIFT
121716,AIR_LIFT
121717,AIR_LIFT
121718,AIR_LIFT
121719,AIR_LIFT
121720,AIR_LIFT
121722,BAIL
121722,SURGE
121723,AIR_LIFT
121724,AIR_LIFT
121725,AIR_LIFT
121726,PUMP
121726,AIR_LIFT
121727,SURGE
121727,PUMP
121731,PUMP
121733,AIR_LIFT
121737,PUMP
121738,AIR_LIFT
121740,AIR_LIFT
121741,AIR_LIFT
121746,AIR_LIFT
121747,OTHER
121747,PUMP
121747,SURGE
121748,AIR_LIFT
121749,AIR_LIFT
121750,AIR_LIFT
121751,AIR_LIFT
121754,AIR_LIFT
121755,AIR_LIFT
121756,AIR_LIFT
121757,AIR_LIFT
121758,AIR_LIFT
121759,AIR_LIFT
121760,AIR_LIFT
121761,AIR_LIFT
121762,AIR_LIFT
121763,AIR_LIFT
121764,AIR_LIFT
121765,AIR_LIFT
121766,AIR_LIFT
121768,AIR_LIFT
121770,AIR_LIFT
121771,AIR_LIFT
121772,AIR_LIFT
121773,AIR_LIFT
121774,AIR_LIFT
121775,AIR_LIFT
121776,AIR_LIFT
121777,AIR_LIFT
121778,AIR_LIFT
121779,AIR_LIFT
121780,AIR_LIFT
121781,AIR_LIFT
121782,AIR_LIFT
121783,AIR_LIFT
121784,AIR_LIFT
121785,AIR_LIFT
121786,PUMP
121787,AIR_LIFT
121788,AIR_LIFT
121789,AIR_LIFT
121790,OTHER
121790,SURGE
121790,PUMP
121792,AIR_LIFT
121796,AIR_LIFT
121797,AIR_LIFT
121797,SURGE
121798,AIR_LIFT
121798,SURGE
121800,PUMP
121801,PUMP
121803,PUMP
121803,OTHER
121803,SURGE
121804,OTHER
121804,PUMP
121805,BAIL
121807,AIR_LIFT
121808,AIR_LIFT
121809,AIR_LIFT
121810,AIR_LIFT
121813,AIR_LIFT
121814,AIR_LIFT
121815,AIR_LIFT
121817,AIR_LIFT
121818,AIR_LIFT
121819,AIR_LIFT
121822,AIR_LIFT
121823,AIR_LIFT
121824,AIR_LIFT
121825,AIR_LIFT
121826,AIR_LIFT
121827,AIR_LIFT
121828,AIR_LIFT
121829,AIR_LIFT
121830,AIR_LIFT
121831,AIR_LIFT
121832,AIR_LIFT
121833,AIR_LIFT
121834,AIR_LIFT
121835,AIR_LIFT
121836,AIR_LIFT
121838,AIR_LIFT
121839,AIR_LIFT
121843,AIR_LIFT
121844,AIR_LIFT
121845,AIR_LIFT
121846,AIR_LIFT
121847,AIR_LIFT
121848,AIR_LIFT
121850,AIR_LIFT
121851,AIR_LIFT
121852,AIR_LIFT
121853,AIR_LIFT
121855,SURGE
121855,AIR_LIFT
121856,AIR_LIFT
121857,AIR_LIFT
121857,SURGE
121858,AIR_LIFT
121859,SURGE
121859,AIR_LIFT
121860,AIR_LIFT
121860,SURGE
121861,AIR_LIFT
121862,AIR_LIFT
121863,AIR_LIFT
121864,AIR_LIFT
121865,AIR_LIFT
121865,OTHER
121869,AIR_LIFT
121870,AIR_LIFT
121871,AIR_LIFT
121872,SURGE
121872,AIR_LIFT
121873,AIR_LIFT
121874,AIR_LIFT
121875,SURGE
121875,AIR_LIFT
121875,JET
121876,AIR_LIFT
121877,AIR_LIFT
121878,SURGE
121878,AIR_LIFT
121879,AIR_LIFT
121880,AIR_LIFT
121881,AIR_LIFT
121882,AIR_LIFT
121884,AIR_LIFT
121885,AIR_LIFT
121886,AIR_LIFT
121887,AIR_LIFT
121888,AIR_LIFT
121889,AIR_LIFT
121890,PUMP
121891,AIR_LIFT
121899,AIR_LIFT
121900,AIR_LIFT
121901,AIR_LIFT
121902,AIR_LIFT
121903,AIR_LIFT
121904,AIR_LIFT
121905,AIR_LIFT
121906,AIR_LIFT
121907,AIR_LIFT
121908,AIR_LIFT
121909,BAIL
121909,PUMP
121910,PUMP
121910,BAIL
121911,AIR_LIFT
121912,AIR_LIFT
121913,AIR_LIFT
121916,AIR_LIFT
121917,AIR_LIFT
121917,BAIL
121919,AIR_LIFT
121921,AIR_LIFT
121922,SURGE
121922,AIR_LIFT
121923,PUMP
121924,AIR_LIFT
121925,BAIL
121926,AIR_LIFT
121927,AIR_LIFT
121928,BAIL
121929,AIR_LIFT
121931,BAIL
121932,AIR_LIFT
121935,BAIL
121936,AIR_LIFT
121938,AIR_LIFT
121939,AIR_LIFT
121940,AIR_LIFT
121941,AIR_LIFT
121942,BAIL
121943,AIR_LIFT
121944,AIR_LIFT
121945,BAIL
121947,AIR_LIFT
121948,SURGE
121949,BAIL
121950,BAIL
121951,AIR_LIFT
121955,AIR_LIFT
121957,AIR_LIFT
121960,AIR_LIFT
121961,AIR_LIFT
121962,AIR_LIFT
121963,SURGE
121963,PUMP
121963,OTHER
121964,AIR_LIFT
121966,AIR_LIFT
121967,AIR_LIFT
121968,AIR_LIFT
121969,AIR_LIFT
121970,AIR_LIFT
121971,AIR_LIFT
121972,AIR_LIFT
121973,AIR_LIFT
121974,AIR_LIFT
121975,AIR_LIFT
121976,AIR_LIFT
121977,AIR_LIFT
121978,AIR_LIFT
121979,AIR_LIFT
121980,AIR_LIFT
121981,AIR_LIFT
121982,AIR_LIFT
121983,AIR_LIFT
121984,AIR_LIFT
121985,AIR_LIFT
121986,AIR_LIFT
121987,AIR_LIFT
121988,AIR_LIFT
121989,AIR_LIFT
121993,AIR_LIFT
121994,AIR_LIFT
121994,JET
121995,AIR_LIFT
121996,AIR_LIFT
121996,JET
121997,AIR_LIFT
121998,AIR_LIFT
121999,AIR_LIFT
122000,AIR_LIFT
122006,AIR_LIFT
122014,AIR_LIFT
122097,AIR_LIFT
122098,AIR_LIFT
122099,AIR_LIFT
122100,AIR_LIFT
122101,AIR_LIFT
122102,AIR_LIFT
122105,BAIL
122106,BAIL
122108,BAIL
122113,AIR_LIFT
122114,AIR_LIFT
122115,PUMP
122115,OTHER
122116,AIR_LIFT
122122,AIR_LIFT
122124,AIR_LIFT
122126,PUMP
122126,OTHER
122128,PUMP
122130,AIR_LIFT
122131,AIR_LIFT
122132,AIR_LIFT
122133,AIR_LIFT
122134,AIR_LIFT
122136,AIR_LIFT
122137,AIR_LIFT
122138,AIR_LIFT
122140,AIR_LIFT
122141,AIR_LIFT
122142,AIR_LIFT
122143,AIR_LIFT
122145,SURGE
122145,BAIL
122146,AIR_LIFT
122151,AIR_LIFT
122152,AIR_LIFT
122153,AIR_LIFT
122154,AIR_LIFT
122157,AIR_LIFT
122158,AIR_LIFT
122160,AIR_LIFT
122161,AIR_LIFT
122162,AIR_LIFT
122163,AIR_LIFT
122173,AIR_LIFT
122182,OTHER
122182,PUMP
122182,SURGE
122204,AIR_LIFT
122212,AIR_LIFT
122213,AIR_LIFT
122219,PUMP
122220,AIR_LIFT
122221,AIR_LIFT
122222,AIR_LIFT
122223,AIR_LIFT
122224,AIR_LIFT
122225,AIR_LIFT
122226,AIR_LIFT
122227,AIR_LIFT
122229,AIR_LIFT
122231,JET
122231,PUMP
122231,BAIL
122232,AIR_LIFT
122233,AIR_LIFT
122234,AIR_LIFT
122235,AIR_LIFT
122236,AIR_LIFT
122237,AIR_LIFT
122238,AIR_LIFT
122239,AIR_LIFT
122240,BAIL
122241,AIR_LIFT
122242,AIR_LIFT
122243,BAIL
122248,AIR_LIFT
122249,AIR_LIFT
122260,AIR_LIFT
122266,AIR_LIFT
122266,JET
122269,AIR_LIFT
122271,JET
122271,AIR_LIFT
122272,AIR_LIFT
122278,OTHER
122279,AIR_LIFT
122280,SURGE
122280,AIR_LIFT
122285,AIR_LIFT
122289,AIR_LIFT
122290,AIR_LIFT
122291,AIR_LIFT
122292,AIR_LIFT
122293,AIR_LIFT
122294,BAIL
122296,AIR_LIFT
122304,AIR_LIFT
122305,AIR_LIFT
122306,AIR_LIFT
122307,AIR_LIFT
122308,AIR_LIFT
122309,AIR_LIFT
122310,AIR_LIFT
122310,BAIL
122311,AIR_LIFT
122312,AIR_LIFT
122313,AIR_LIFT
122314,AIR_LIFT
122315,AIR_LIFT
122316,AIR_LIFT
122317,BAIL
122317,PUMP
122317,SURGE
122318,AIR_LIFT
122319,AIR_LIFT
122320,AIR_LIFT
122321,AIR_LIFT
122323,AIR_LIFT
122323,PUMP
122324,BAIL
122324,AIR_LIFT
122325,AIR_LIFT
122327,AIR_LIFT
122328,AIR_LIFT
122333,BAIL
122333,SURGE
122335,AIR_LIFT
122336,AIR_LIFT
122337,AIR_LIFT
122340,BAIL
122341,AIR_LIFT
122342,AIR_LIFT
122345,AIR_LIFT
122346,AIR_LIFT
122347,AIR_LIFT
122348,AIR_LIFT
122349,AIR_LIFT
122350,AIR_LIFT
122352,AIR_LIFT
122353,AIR_LIFT
122354,AIR_LIFT
122355,AIR_LIFT
122356,AIR_LIFT
122357,AIR_LIFT
122358,AIR_LIFT
122359,AIR_LIFT
122360,AIR_LIFT
122362,AIR_LIFT
122363,AIR_LIFT
122364,AIR_LIFT
122365,AIR_LIFT
122366,AIR_LIFT
122367,AIR_LIFT
122371,AIR_LIFT
122372,AIR_LIFT
122373,AIR_LIFT
122374,AIR_LIFT
122375,AIR_LIFT
122376,AIR_LIFT
122377,AIR_LIFT
122378,AIR_LIFT
122379,AIR_LIFT
122380,AIR_LIFT
122381,AIR_LIFT
122382,AIR_LIFT
122383,AIR_LIFT
122384,AIR_LIFT
122385,AIR_LIFT
122386,AIR_LIFT
122387,AIR_LIFT
122388,AIR_LIFT
122389,AIR_LIFT
122390,AIR_LIFT
122391,AIR_LIFT
122392,AIR_LIFT
122393,AIR_LIFT
122394,AIR_LIFT
122395,AIR_LIFT
122396,AIR_LIFT
122397,AIR_LIFT
122398,AIR_LIFT
122399,AIR_LIFT
122400,BAIL
122401,BAIL
122403,AIR_LIFT
122405,JET
122405,AIR_LIFT
122408,OTHER
